cruise_id,cruise_group,cruise_start,cruise_end,cruise_sampling_window,cruise_duration_days,model_window_start,model_window_end,full_model_window,model_window_days,release_region_type,region,station,latitude,longitude,requested_release_timing,receiving_regions,requested_model_task,main_reason,interpretation_note
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Middle Keys,18,24.59916667,-81.18366667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Middle Keys,7,24.819,-80.75616667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Middle Keys,8,24.79166667,-80.74083333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Middle Keys,9,24.76316667,-80.72266667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Middle Keys,9.5,24.71633333,-80.68933333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,1,25.64416667,-80.12716667,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,2,25.64166667,-80.10516667,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,3,25.645,-80.084,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,4,25.10833333,-80.38,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,5,25.09316667,-80.35483333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,5.5,25.07733333,-80.33366667,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,6,25.065,-80.31483333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,keys_receiving_check_point,Upper Keys,6.5,25.049,-80.28683333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,52,25.45333333,-81.25966667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,53,25.45166667,-81.22516667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,54,25.34366667,-81.15433333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,55,25.35,-81.19491667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,56,25.35,-81.22766667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,61,25.1655,-81.27383333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,62,25.16383333,-81.23583333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,63,25.16566667,-81.199,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,66,25.068,-81.10883333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU; source station with upper-5-m salinity <32 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,67,25.02933333,-81.12716667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,68,24.927,-81.16733333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Everglades,71,24.93016667,-80.96233333,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Ten Thousand Islands,34,25.94883333,-81.7685,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Ten Thousand Islands,39,25.78366667,-81.48216667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Ten Thousand Islands,41,25.73316667,-81.57566667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Ten Thousand Islands,46,25.58283333,-81.408,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS0603,strong_selected_cruise,2006-01-18,2006-01-25,2006-01-18 to 2006-01-25,8,2006-01-11,2006-01-25,2006-01-11 to 2006-01-25,15,source_release_point,Ten Thousand Islands,47,25.58316667,-81.3665,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Lower Keys,21LK,24.53583333,-81.413,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Lower Keys,WS,24.47583333,-81.717,Do not release particles from this station; use as receiving/check location.,Lower Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,10,24.786,-80.86016667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,12,24.70983333,-80.833,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,16,24.67466667,-81.20366667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,18,24.59616667,-81.18483333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,7,24.81916667,-80.75383333,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,9,24.75933333,-80.72266667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Middle Keys,9.5,24.713,-80.69016667,Do not release particles from this station; use as receiving/check location.,Middle Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Upper Keys,2,25.64166667,-80.1045,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,keys_receiving_check_point,Upper Keys,MR,25.008,-80.38233333,Do not release particles from this station; use as receiving/check location.,Upper Keys,Use this Keys station/region as a receiving endpoint to evaluate whether particles approach or arrive near it.,Florida Keys receiving/check station sampled during the same cruise,This is not a release point. It is included to show the Keys receiving station/region sampled during the same cruise where particle arrival should be checked.
WS16004,strong_selected_cruise,2016-01-04,2016-01-07,2016-01-04 to 2016-01-07,4,2015-12-28,2016-01-07,2015-12-28 to 2016-01-07,11,source_release_point,Everglades,51,25.45316667,-81.30916667,Release particles from this source station during the model window.,Lower Keys; Middle Keys; Upper Keys,Forward particle tracking from source region toward Florida Keys receiving regions.,source station with upper-5-m salinity <=34 PSU,This is a particle release/start point from the freshwater source region.
